N,P,K,temperature,humidity,ph,rainfall,PlantGrown,ReleaseRate,PolymerCombinations 
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,Chana,0.006, '6.00mL AA+ NR/PVA(9:1)'
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,Groundnut,4, '6.00mL AA+ NR/PVA(2:8)'
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,Jute,0.07, 'F4'
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,Groundnut,0.003, '6.00mL AA+ NR/PVA(9:1)'
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,Lobia,5, 'F2'
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,Groundnut,0.003, '6.00mL AA+ NR/PVA(9:1)'
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,Arhar,0.7, 'F3'
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,Onion,0.1, 'F3'
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,Sesame,0.2, 'F3'
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,Grapes,0.6, '6.00mL AA+ NR/PVA(6:4)'
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,Rajma,0.9, 'F3'
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,Rice,0.007, 'F5'
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,Watermelon,0.003, '6.00mL AA+ NR/PVA(9:1)'
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,Wheat,0.04, '6.00mL AA+ NR/PVA(8:2)'
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,Coffee,0.05, '6.00mL AA+ NR/PVA(8:2)'
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,Tomato,0.004, 'F5'
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,Urad,1, '6.00mL AA+ NR/PVA(2:8)'
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,Pumpkins,0.08, 'F4'
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,Grapes,0.5, 'F3'
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,Sugarcane,0.5, 'F3'
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,Linseed,2, '6.00mL AA+ NR/PVA(2:8)'
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,Rice,0.8, 'F3'
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,mustard,0.07, '6.00mL AA+ NR/PVA(8:2)'
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,Carrots,0.07, 'F4'
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,Melons,2, '6.00mL AA+ NR/PVA(2:8)'
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,Soybean,0.003, 'F5'
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,Wheat,0.01, 'F4'
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,Sugarcane,0.04, 'F4'
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,Spinach,0.004, 'F5'
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,mustard,6, 'F2'
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,Broccoli,0.3, 'F3'
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,Groundnut,5, 'F2'
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,Groundnut,0.008, '6.00mL AA+ NR/PVA(9:1)'
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,Watermelon,0.02, 'F4'
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,Cauliflower,0.006, 'F5'
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,Jute,0.002, 'F5'
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,Tea,0.04, 'F4'
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,Spinach,4, 'F2'
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,Carrots,0.5, '6.00mL AA+ NR/PVA(6:4)'
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,Lobia,2, 'F2'
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,Oranges,7, 'F2'
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,Coffee,7, 'F2'
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,Arhar,1, 'F2'
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,Broccoli,0.09, 'F4'
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,Sugarcane,0.5, '6.00mL AA+ NR/PVA(6:4)'
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,Pumpkins,0.05, 'F4'
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,Soybean,4, 'F2'
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,Onion,0.004, '6.00mL AA+ NR/PVA(9:1)'
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,Lobia,0.006, '6.00mL AA+ NR/PVA(9:1)'
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,Cucumber,0.02, 'F4'
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,Spinach,0.8, 'F3'
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,Rice,6, '6.00mL AA+ NR/PVA(2:8)'
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,Groundnut,0.1, 'F3'
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,Tomato,0.001, 'F5'
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,Lobia,0.04, 'F4'
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,Cucumber,5, '6.00mL AA+ NR/PVA(2:8)'
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,Cabbage,0.08, 'F4'
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,Grapes,8, '6.00mL AA+ NR/PVA(2:8)'
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,Strawberries,0.9, 'F3'
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,Jute,0.04, 'F4'
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,Cabbage,0.3, 'F3'
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,Sugarcane,0.2, 'F3'
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,Lettuce,0.005, '6.00mL AA+ NR/PVA(9:1)'
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,Melons,0.9, '6.00mL AA+ NR/PVA(6:4)'
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,Oranges,0.004, '6.00mL AA+ NR/PVA(9:1)'
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,Cauliflower,8, 'F2'
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,Moong,0.03, '6.00mL AA+ NR/PVA(8:2)'
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,Groundnut,0.07, 'F4'
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,Lettuce,0.5, 'F3'
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,Moong,0.5, 'F3'
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,Wheat,0.09, '6.00mL AA+ NR/PVA(8:2)'
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,Pumpkins,0.007, '8.00mL AA+ NR/PVA(9:1)'
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,Wheat,0.3, '6.00mL AA+ NR/PVA(6:4)'
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,Cabbage,0.007, 'F5'
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,Wheat,0.2, '8.00mL AA+ NR/PVA(6:4)'
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,Linseed,0.07, '6.00mL AA+ NR/PVA(8:2)'
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,sunflower,0.007, 'F5'
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,Onion,0.02, 'F4'
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,Cauliflower,0.01, 'F4'
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,Coffee,0.9, 'F3'
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,Rice,0.009, 'F5'
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,Carrots,0.009, '6.00mL AA+ NR/PVA(9:1)'
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,Broccoli,1, 'F2'
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,Chana,6, '6.00mL AA+ NR/PVA(2:8)'
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,Onion,0.08, '6.00mL AA+ NR/PVA(8:2)'
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,Onion,0.8, 'F3'
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,Jute,0.01, 'F4'
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,Oranges,0.8, 'F3'
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,Melons,0.09, '6.00mL AA+ NR/PVA(8:2)'
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,Pumpkins,0.006, 'F5'
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,Pumpkins,0.008, 'F5'
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,Tobacco,0.05, 'F4'
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,Lettuce,0.7, '6.00mL AA+ NR/PVA(6:4)'
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,Sesame,0.2, 'F3'
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,Rajma,5, '6.00mL AA+ NR/PVA(2:8)'
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,Melons,0.3, '6.00mL AA+ NR/PVA(6:4)'
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,Cabbage,0.009, 'F5'
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,Tomato,7, 'F2'
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,Rajma,7, '6.00mL AA+ NR/PVA(2:8)'
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,Carrots,0.6, '6.00mL AA+ NR/PVA(6:4)'
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,Melons,0.005, '6.00mL AA+ NR/PVA(9:1)'
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,Melons,0.04, 'F4'
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,Grapes,6, 'F2'
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,Onion,0.01, 'F4'
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,Tobacco,0.001, '6.00mL AA+ NR/PVA(9:1)'
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,Urad,0.5, 'F3'
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,Oranges,0.006, 'F5'
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,Linseed,3, '6.00mL AA+ NR/PVA(2:8)'
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,mustard,0.06, '6.00mL AA+ NR/PVA(8:2)'
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,Pears,0.08, 'F4'
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,Lobia,0.5, 'F3'
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,Linseed,0.03, 'F4'
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,Pears,0.005, 'F5'
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,Arhar,0.9, '6.00mL AA+ NR/PVA(6:4)'
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,Castor,0.009, 'F5'
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,Linseed,0.01, 'F4'
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,Pears,0.03, '6.00mL AA+ NR/PVA(8:2)'
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,Onion,7, '6.00mL AA+ NR/PVA(2:8)'
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,sunflower,0.007, '6.00mL AA+ NR/PVA(9:1)'
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,Broccoli,0.04, 'F4'
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,Sesame,0.03, 'F4'
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,Broccoli,5, '6.00mL AA+ NR/PVA(2:8)'
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,Onion,0.007, 'F5'
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,Moong,0.08, '6.00mL AA+ NR/PVA(8:2)'
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,Grapes,0.006, 'F5'
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,Spinach,0.005, '6.00mL AA+ NR/PVA(9:1)'
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,Watermelon,0.007, '6.00mL AA+ NR/PVA(9:1)'
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,Wheat,0.04, 'F4'
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,Tomato,5, 'F2'
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,Moong,0.1, '6.00mL AA+ NR/PVA(6:4)'
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,Pears,4, 'F2'
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,Cabbage,6, 'F2'
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,Carrots,0.05, '6.00mL AA+ NR/PVA(8:2)'
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,Moong,0.9, 'F3'
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,Apple,0.009, 'F5'
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,mustard,8, 'F2'
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,Linseed,0.2, '6.00mL AA+ NR/PVA(6:4)'
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,Sugarcane,1, '6.00mL AA+ NR/PVA(2:8)'
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,Rajma,0.5, 'F3'
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,Apple,2, 'F2'
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,mustard,0.3, 'F3'
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,Broccoli,0.04, 'F4'
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,Arhar,6, 'F2'
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,Broccoli,0.003, 'F5'
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,Lobia,0.4, '6.00mL AA+ NR/PVA(6:4)'
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,Oranges,0.04, '6.00mL AA+ NR/PVA(8:2)'
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,Moong,0.02, 'F4'
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,Castor,0.005, 'F5'
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,Moong,0.09, 'F4'
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,Moong,0.07, 'F4'
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,Onion,0.04, '6.00mL AA+ NR/PVA(8:2)'
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,Tomato,0.007, 'F5'
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,Wheat,0.7, 'F3'
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,Rice,0.004, '6.00mL AA+ NR/PVA(9:1)'
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,Pumpkins,5, 'F2'
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,Wheat,0.001, '6.00mL AA+ NR/PVA(9:1)'
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,Urad,0.001, 'F5'
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,Soybean,0.009, 'F5'
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,Apple,0.006, 'F5'
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,Strawberries,0.008, '6.00mL AA+ NR/PVA(9:1)'
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,Sugarcane,1, 'F2'
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,Strawberries,6, 'F2'
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,Strawberries,0.007, 'F5'
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,Jute,2, 'F2'
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,Carrots,0.007, 'F5'
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,Wheat,0.04, 'F4'
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,Urad,0.6, 'F3'
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,Cauliflower,1, 'F2'
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,Moong,0.06, 'F4'
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,Moong,0.005, '6.00mL AA+ NR/PVA(9:1)'
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,Carrots,5, '8.00mL AA+ NR/PVA(2:8)'
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,Sesame,0.02, '8.00mL AA+ NR/PVA(8:2)'
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,Rice,0.5, '6.00mL AA+ NR/PVA(6:4)'
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,Onion,6, '6.00mL AA+ NR/PVA(2:8)'
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,Urad,7, '8.00mL AA+ NR/PVA(2:8)'
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,Apple,0.2, '8.00mL AA+ NR/PVA(6:4)'
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,Cabbage,0.07, '8.00mL AA+ NR/PVA(8:2)'
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,Urad,0.03, '8.00mL AA+ NR/PVA(8:2)'
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,Tobacco,0.4, '8.00mL AA+ NR/PVA(6:4)'
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,Chana,0.05, '8.00mL AA+ NR/PVA(8:2)'
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,Lobia,0.5, '6.00mL AA+ NR/PVA(6:4)'
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,Castor,0.04, '8.00mL AA+ NR/PVA(8:2)'
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,Jute,0.09, '6.00mL AA+ NR/PVA(8:2)'
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,Groundnut,0.04, '8.00mL AA+ NR/PVA(8:2)'
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,Cabbage,2, '6.00mL AA+ NR/PVA(2:8)'
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,Banana,0.008, '6.00mL AA+ NR/PVA(9:1)'
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,Broccoli,0.005, '8.00mL AA+ NR/PVA(9:1)'
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,mustard,0.9, '8.00mL AA+ NR/PVA(6:4)'
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,Urad,6, '8.00mL AA+ NR/PVA(2:8)'
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,Urad,0.008, '8.00mL AA+ NR/PVA(9:1)'
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,Grapes,0.09, '6.00mL AA+ NR/PVA(8:2)'
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,Broccoli,6, '8.00mL AA+ NR/PVA(2:8)'
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,Groundnut,0.007, '8.00mL AA+ NR/PVA(9:1)'
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,Sesame,3, '6.00mL AA+ NR/PVA(2:8)'
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,Wheat,0.8, '6.00mL AA+ NR/PVA(6:4)'
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,Tomato,0.01, '8.00mL AA+ NR/PVA(8:2)'
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,Rajma,0.6, '6.00mL AA+ NR/PVA(6:4)'
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,Lettuce,0.1, '6.00mL AA+ NR/PVA(6:4)'
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,Grapes,0.2, '6.00mL AA+ NR/PVA(6:4)'
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,Cucumber,0.03, '8.00mL AA+ NR/PVA(8:2)'
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,Chana,0.7, '6.00mL AA+ NR/PVA(6:4)'
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,Strawberries,0.003, '8.00mL AA+ NR/PVA(9:1)'
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,Tea,0.001, '6.00mL AA+ NR/PVA(9:1)'
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,Moong,0.03, '6.00mL AA+ NR/PVA(8:2)'
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,Urad,0.2, '8.00mL AA+ NR/PVA(6:4)'
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,Wheat,0.04, '6.00mL AA+ NR/PVA(8:2)'
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,Oranges,8, '8.00mL AA+ NR/PVA(2:8)'
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,Sesame,0.09, '8.00mL AA+ NR/PVA(8:2)'
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,Pears,0.03, '6.00mL AA+ NR/PVA(8:2)'
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,Pumpkins,0.04, '6.00mL AA+ NR/PVA(8:2)'
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,Lobia,0.09, '8.00mL AA+ NR/PVA(8:2)'
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,Wheat,0.6, '8.00mL AA+ NR/PVA(6:4)'
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,Masoor,0.005, '6.00mL AA+ NR/PVA(9:1)'
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,Sesame,0.009, '6.00mL AA+ NR/PVA(9:1)'
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,Rice,0.003, '6.00mL AA+ NR/PVA(9:1)'
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,Rajma,0.06, '8.00mL AA+ NR/PVA(8:2)'
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,Urad,0.01, '6.00mL AA+ NR/PVA(8:2)'
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,Banana,0.08, '8.00mL AA+ NR/PVA(8:2)'
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,Apple,0.04, '8.00mL AA+ NR/PVA(8:2)'
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,Broccoli,0.001, '8.00mL AA+ NR/PVA(9:1)'
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,Apple,0.04, '6.00mL AA+ NR/PVA(8:2)'
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,Moong,0.03, '8.00mL AA+ NR/PVA(8:2)'
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,Carrots,0.6, '6.00mL AA+ NR/PVA(6:4)'
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,Masoor,0.5, '6.00mL AA+ NR/PVA(6:4)'
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,Tomato,0.008, '6.00mL AA+ NR/PVA(9:1)'
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,Chana,0.008, '8.00mL AA+ NR/PVA(9:1)'
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,Cucumber,6, '8.00mL AA+ NR/PVA(2:8)'
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,Tomato,0.003, '6.00mL AA+ NR/PVA(9:1)'
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,Rajma,0.009, '6.00mL AA+ NR/PVA(9:1)'
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,Castor,0.6, '6.00mL AA+ NR/PVA(6:4)'
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,Linseed,0.09, '6.00mL AA+ NR/PVA(8:2)'
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,mustard,0.08, '8.00mL AA+ NR/PVA(8:2)'
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,Rajma,7, '8.00mL AA+ NR/PVA(2:8)'
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,Pears,0.001, '8.00mL AA+ NR/PVA(9:1)'
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,Rajma,0.03, '6.00mL AA+ NR/PVA(8:2)'
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,Arhar,0.02, '6.00mL AA+ NR/PVA(8:2)'
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,Melons,0.1, '6.00mL AA+ NR/PVA(6:4)'
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,sunflower,0.04, '8.00mL AA+ NR/PVA(8:2)'
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,Potato,0.4, '8.00mL AA+ NR/PVA(6:4)'
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,Linseed,0.009, '8.00mL AA+ NR/PVA(9:1)'
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,Carrots,6, '6.00mL AA+ NR/PVA(2:8)'
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,Carrots,0.3, '8.00mL AA+ NR/PVA(6:4)'
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,Soybean,2, '8.00mL AA+ NR/PVA(2:8)'
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,Spinach,0.04, '8.00mL AA+ NR/PVA(8:2)'
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,Wheat,0.001, '6.00mL AA+ NR/PVA(9:1)'
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,Castor,8, '6.00mL AA+ NR/PVA(2:8)'
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,Sugarcane,0.8, '8.00mL AA+ NR/PVA(6:4)'
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,Banana,0.03, '6.00mL AA+ NR/PVA(8:2)'
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,Banana,0.002, '6.00mL AA+ NR/PVA(9:1)'
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,Tea,4, '6.00mL AA+ NR/PVA(2:8)'
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,Cabbage,7, '8.00mL AA+ NR/PVA(2:8)'
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,Oranges,0.003, '6.00mL AA+ NR/PVA(9:1)'
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,mustard,4, '6.00mL AA+ NR/PVA(2:8)'
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,sunflower,5, '6.00mL AA+ NR/PVA(2:8)'
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,Groundnut,0.001, '6.00mL AA+ NR/PVA(9:1)'
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,Lettuce,0.05, '8.00mL AA+ NR/PVA(8:2)'
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,Coffee,4, '6.00mL AA+ NR/PVA(2:8)'
